d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,target
11.06,4.23,-5.76,-2.47,4.35,-6.31,0.28,0.9,0.13,252.42,126.7,31.19,5
8.86,4.35,-5.8,-3.17,4.19,-6.19,0.1,0.84,0.23,252.42,87.47,28.96,5
8.51,0.7,-6.78,-4.86,4.43,-9.21,0.13,1.29,0.12,252.42,59.69,60.27,5
14.98,3.37,-5.13,-10.94,8.15,-12.9,0.67,1.34,0.19,252.42,59.05,102.73,5
15.25,7.6,-5.06,-11.06,11.72,-15.57,1.4,1.26,0.26,252.42,33.48,11.63,5
13.8,8.82,-4.74,-11.17,6.66,-11.61,1.84,0.4,0.27,252.42,110.93,-62.38,5
11.61,6.74,-3.49,-12.67,2.66,-8.55,0.54,0.75,0.45,252.42,106.47,-37.45,5
10.12,4.9,0.9,-3.92,2.43,-6.43,0.7,0.7,0.43,252.42,101.52,46.3,5
9.33,4.15,0.74,-3.68,0.66,-7.13,0.74,0.58,0.39,252.42,98.8,50.92,5
8.74,4.04,0.39,-5.29,0.94,-5.33,0.75,0.55,0.14,252.42,96.79,73.64,5
8.7,3.13,1.6,-6.11,-1.37,-4.7,0.85,0.77,0.06,252.42,89.66,48.39,5
8.7,2.86,1.05,-7.72,0.47,-4.94,0.71,0.85,0.0,252.42,79.19,20.92,5
9.41,2.62,1.33,-8.23,2.07,-4.0,0.7,0.72,0.29,252.42,53.29,27.23,5
9.21,1.37,2.43,-9.49,2.35,-2.11,0.83,0.52,0.35,245.91,48.75,33.21,5
10.39,0.07,3.8,-10.82,2.19,-2.03,0.82,0.45,0.14,220.0,50.87,28.29,5
11.02,0.58,4.11,-10.94,2.11,-1.29,0.77,0.38,0.16,180.42,44.18,5.72,5
11.06,0.7,2.7,-10.39,1.05,-1.76,0.69,0.42,0.14,158.49,41.81,1.66,5
11.65,0.62,1.76,-10.04,0.03,-2.9,0.84,0.51,0.13,150.01,35.74,11.43,5
11.72,0.54,0.07,-10.39,0.62,-3.88,1.41,0.04,0.09,173.67,29.64,14.21,5
10.9,0.7,-1.52,-9.57,0.23,-3.21,0.94,0.33,0.22,182.03,49.5,12.39,5
11.88,0.39,-3.76,-10.08,-1.05,-4.51,1.12,0.39,0.45,162.33,37.82,16.5,5
12.51,0.03,-4.15,-9.25,-2.47,-5.29,1.19,0.4,0.3,121.57,25.98,14.36,5
11.53,0.03,-4.74,-7.84,-2.94,-5.33,1.1,0.27,0.19,85.12,3.21,25.59,5
10.04,0.7,-8.04,-7.72,-2.66,-5.02,1.11,0.19,0.12,94.25,8.24,33.21,5
7.88,2.11,-8.62,-7.57,-2.07,-3.76,1.09,0.25,0.02,114.99,15.9,40.32,5
5.92,3.84,-4.94,-7.21,0.35,-3.29,1.03,0.21,0.06,129.36,21.4,49.18,5
6.23,3.45,0.9,-9.92,1.92,0.35,0.97,0.14,0.11,126.11,24.58,45.11,5
20.04,20.04,20.04,6.98,20.04,20.04,0.75,0.13,0.18,108.66,12.92,30.57,5
9.33,1.8,6.19,-10.39,13.69,-1.72,0.78,0.19,0.02,96.62,-4.65,25.25,5
12.0,-1.8,-1.41,-13.14,7.96,-4.27,0.89,0.08,0.04,111.45,18.92,4.15,5
9.76,-4.04,-2.0,-8.39,6.59,-5.53,0.82,0.13,0.02,126.04,28.92,-14.05,5
12.63,-1.13,0.15,-8.82,5.53,-7.06,0.91,0.16,0.03,143.13,22.15,-19.76,5
13.53,-1.64,0.62,-9.41,3.84,-7.76,0.9,0.3,0.05,146.91,20.14,-23.06,5
12.86,-1.01,0.82,-10.27,4.19,-6.47,1.0,0.37,0.07,154.33,35.21,-36.86,5
11.65,0.03,-1.76,-9.88,4.35,-5.72,1.04,0.4,0.04,175.68,62.19,-47.79,5
10.66,0.27,-1.13,-9.96,6.47,-6.19,0.97,0.38,0.05,204.42,76.32,-41.46,5
12.31,0.31,0.86,-7.76,6.7,-5.88,0.97,0.56,0.14,215.66,82.8,-29.54,5
12.16,0.19,0.54,-5.96,6.35,-5.37,0.94,0.73,0.16,217.31,80.76,-13.96,5
12.12,0.03,-2.0,-5.17,4.98,-6.47,0.88,0.79,0.15,242.74,73.56,-1.97,5
10.82,1.41,-1.6,-6.19,4.19,-7.92,0.9,0.77,0.2,252.42,70.87,1.81,5
10.15,2.43,-1.17,-7.41,3.88,-8.74,0.97,0.88,0.21,252.42,91.88,1.3,5
9.92,2.23,-1.05,-7.96,4.66,-9.25,0.94,0.95,0.02,252.42,129.23,6.69,5
10.35,2.39,0.54,-8.86,4.51,-9.72,0.74,1.05,0.06,252.42,143.35,17.9,5
10.35,1.88,0.07,-9.02,3.29,-8.98,0.55,1.17,0.14,252.42,124.82,33.05,5
11.06,2.19,1.09,-9.92,2.39,-7.25,0.63,1.27,0.02,252.42,95.74,36.72,5
10.94,3.17,2.07,-9.37,0.94,-6.47,0.95,0.95,0.27,252.42,73.27,16.27,5
10.12,3.8,2.31,-9.96,0.03,-5.17,1.01,0.75,0.26,252.42,79.34,9.53,5
8.98,3.64,2.9,-9.57,0.78,-4.19,0.85,0.5,0.23,248.94,82.69,13.31,5
8.15,2.66,3.05,-8.15,1.8,-3.68,0.65,0.32,0.19,226.8,85.58,18.73,5
7.17,1.41,1.84,-7.13,2.54,-2.58,0.44,0.31,0.0,224.79,95.1,24.97,5
9.76,0.07,1.64,-6.15,3.02,-1.96,0.34,0.59,0.08,235.52,106.43,51.02,5
12.47,-2.43,1.92,-8.35,4.58,-3.53,0.76,1.04,0.15,252.42,88.24,80.92,5
