d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,target
7.64,-20.08,-17.57,3.8,9.8,7.68,1.14,0.42,0.17,99.1,46.2,15.68,10
9.45,-20.08,-15.61,3.05,17.53,9.33,1.99,0.11,0.13,191.11,81.82,-30.08,10
20.04,-5.92,11.76,0.62,20.04,8.39,1.63,1.22,0.1,155.69,58.0,-54.2,10
3.56,-8.7,14.31,-1.01,19.26,4.27,1.99,0.59,0.12,62.04,-15.78,-22.43,10
20.04,7.45,20.04,-1.76,11.57,4.58,1.33,0.28,0.14,80.14,29.01,-37.51,10
-7.41,3.96,20.04,-5.41,9.06,2.58,0.74,0.19,0.29,92.81,40.48,-27.17,10
-12.67,1.01,8.39,-4.07,5.06,1.68,0.38,0.33,0.31,71.97,10.83,-17.38,10
-11.41,2.94,0.11,0.7,4.7,4.9,0.61,0.4,0.53,63.44,14.58,-18.94,10
-12.08,3.05,-6.59,1.88,5.76,3.84,0.89,0.32,0.48,102.59,66.73,-19.94,10
-14.35,0.03,-9.41,-2.39,7.53,1.92,0.84,0.33,0.42,159.61,88.53,-42.81,10
-9.49,-1.49,-10.51,-4.94,8.9,2.31,0.73,0.65,0.42,175.07,77.85,-26.85,10
-6.35,-2.98,-10.9,-4.39,8.55,3.72,0.72,0.53,0.27,170.91,63.32,-26.55,10
-2.07,-5.21,-11.57,-3.05,6.7,3.6,0.56,0.24,0.27,175.73,59.92,-30.98,10
0.35,-8.86,-12.27,-2.62,4.55,3.21,0.29,0.22,0.28,167.45,66.96,-34.92,10
4.94,-11.84,-16.08,-2.78,3.45,3.88,0.2,0.24,0.29,142.17,75.05,-35.65,10
9.41,-16.23,-19.88,-1.64,9.17,5.21,0.43,0.82,0.14,107.07,73.25,-8.05,10
16.94,-7.49,-6.94,0.94,16.43,7.06,1.99,0.01,0.16,120.0,20.16,61.29,10
20.04,0.78,19.33,-1.64,20.04,6.82,1.99,0.77,0.48,239.61,78.98,-91.26,10
19.1,-5.25,10.7,-1.33,17.49,6.86,1.18,0.85,0.1,81.57,-9.07,-9.35,10
20.04,11.88,20.04,-2.86,6.23,1.25,1.0,0.41,0.21,38.57,-27.68,-9.33,10
-20.04,5.37,20.04,-4.66,7.49,1.29,0.94,0.34,0.37,39.91,9.81,-5.86,10
-16.35,4.39,5.25,-5.33,6.86,2.54,1.14,0.54,0.48,59.59,24.95,-15.75,10
-13.41,5.49,-3.17,-4.0,6.9,3.29,0.79,0.49,0.52,93.65,43.6,-37.07,10
-11.06,3.29,-9.1,-1.52,6.62,4.07,0.61,0.39,0.41,143.23,40.21,-31.63,10
