d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,target
13.49,13.02,20.04,1.76,0.39,1.56,1.0,0.36,0.13,17.02,1.26,-2.44,8
11.76,8.19,20.04,-3.17,3.92,1.49,0.99,0.31,0.0,47.42,8.34,0.81,8
5.45,8.0,20.04,-3.68,-4.74,-7.57,0.86,0.22,0.12,49.33,9.26,-7.72,8
6.59,7.41,15.37,-4.55,0.58,-1.01,0.94,0.33,0.2,23.87,16.37,-12.71,8
5.57,7.33,18.78,0.54,0.94,0.0,1.12,0.41,0.16,-2.95,12.31,-8.83,8
6.08,8.39,14.31,0.74,3.53,3.05,1.11,0.46,0.05,-14.02,5.53,-6.69,8
5.45,7.88,4.43,-2.31,7.57,5.88,0.95,0.4,0.02,-1.77,-1.66,2.11,8
4.19,7.45,0.43,1.25,7.68,13.06,0.87,0.38,0.07,0.22,-2.59,10.34,8
1.29,5.84,-3.56,-4.82,6.94,12.67,0.91,0.29,0.12,-26.68,-10.75,19.48,8
-3.09,1.64,-7.45,-6.35,8.15,20.04,0.89,0.24,0.1,-32.89,-14.35,24.32,8
-2.54,0.9,-8.9,-4.9,11.41,20.04,0.84,0.36,0.03,-35.57,-12.81,21.81,8
-1.72,0.54,-8.08,-2.51,11.06,20.04,0.94,0.36,0.17,-29.35,-6.36,10.11,8
4.86,0.15,-8.78,-3.49,9.76,20.04,1.15,0.41,0.15,0.57,11.76,-3.69,8
9.06,-2.47,-6.19,-5.02,6.0,14.55,1.12,0.36,0.02,27.46,17.02,-9.68,8
1.96,-3.53,-5.76,-6.86,4.94,11.68,1.0,0.32,0.09,24.45,13.84,-7.8,8
-1.68,1.88,0.11,-7.49,6.62,12.78,0.83,0.31,0.2,5.79,9.89,-5.22,8
8.47,7.17,5.96,-1.56,6.39,7.96,0.8,0.31,0.15,-18.47,-3.74,-1.52,8
13.72,10.74,18.35,6.74,4.9,5.41,1.02,0.35,0.03,-24.34,-9.62,4.19,8
14.74,10.47,20.04,2.66,4.9,3.45,1.03,0.36,0.0,9.88,-8.39,13.66,8
