d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,target
5.57,7.64,-1.37,2.11,-2.27,1.33,0.93,0.35,0.17,-31.4,-1.36,-11.23,2
5.41,7.25,0.74,7.72,-3.02,0.35,0.83,0.19,0.12,-46.91,-9.43,3.5,2
5.64,6.7,-1.05,7.1,-3.05,0.03,0.83,0.15,0.01,-38.6,-13.0,23.76,2
6.7,6.15,0.03,5.25,-2.27,0.98,0.65,0.14,0.03,-24.02,0.02,14.89,2
5.6,7.41,0.03,3.25,-1.13,0.15,0.63,0.18,0.0,-17.96,13.1,-4.5,2
4.27,10.86,-1.17,-2.23,1.49,3.76,1.0,0.46,0.03,-13.95,24.07,-15.42,2
3.8,14.31,-1.49,-8.35,1.56,6.27,1.91,0.42,0.19,6.19,8.37,14.09,2
4.74,15.88,-1.29,-16.78,6.04,2.7,1.67,0.56,0.13,44.16,17.57,38.86,2
5.88,12.16,0.47,-18.78,9.02,10.78,1.08,0.36,0.09,115.62,26.31,49.74,2
5.84,9.92,0.66,-13.69,7.33,9.29,0.8,0.29,0.06,138.34,48.97,35.12,2
4.7,9.88,0.47,-9.92,7.25,5.84,0.77,0.24,0.2,131.3,50.91,28.98,2
3.72,9.68,-1.21,-8.08,7.45,4.43,0.8,0.29,0.18,122.04,49.66,27.28,2
2.39,9.72,-1.25,-5.13,7.49,4.35,0.76,0.31,0.22,96.81,35.56,24.55,2
2.19,9.88,0.98,-7.21,8.35,3.02,0.77,0.2,0.22,82.39,14.21,19.28,2
2.11,9.88,-3.29,-8.27,9.1,2.43,0.84,0.23,0.25,78.61,10.06,10.33,2
5.13,10.55,-2.07,-5.6,10.15,1.37,0.92,0.25,0.24,80.29,14.37,-9.81,2
4.43,9.29,-2.82,-3.64,12.86,3.56,1.02,0.29,0.15,81.1,13.66,-13.12,2
4.27,7.88,-3.49,-3.41,14.59,3.6,0.95,0.27,0.24,70.62,9.42,-4.85,2
3.76,7.1,-2.62,-4.78,15.8,2.82,0.91,0.32,0.28,62.59,1.95,-5.85,2
4.23,6.35,-2.47,-7.49,13.29,2.07,0.97,0.31,0.19,58.78,9.46,-8.65,2
4.0,6.27,-3.05,-6.39,11.88,2.35,1.09,0.22,0.07,71.33,26.31,5.18,2
4.9,5.53,-2.27,-4.23,11.45,2.35,1.16,0.18,0.03,104.52,43.65,22.1,2
6.78,4.58,0.86,-4.07,10.04,1.88,0.9,0.22,0.09,142.86,60.85,16.96,2
11.29,6.27,1.29,-3.53,9.37,2.19,0.81,0.31,0.16,147.32,69.37,11.35,2
