d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,target
8.43,10.51,1.92,-20.08,0.43,0.5,1.86,0.53,0.3,23.86,9.33,-5.24,2
11.33,12.51,2.7,-20.08,0.31,0.07,1.27,0.72,0.12,37.73,0.91,24.84,2
8.55,11.29,0.7,-20.08,-7.41,5.72,1.25,0.48,0.15,35.2,-8.97,9.44,2
7.68,9.57,1.88,-14.94,-3.53,5.17,1.0,0.39,0.02,22.1,21.49,-10.72,2
8.62,8.08,3.17,-6.27,-1.21,3.8,1.06,0.26,0.1,19.1,51.96,-35.85,2
7.06,7.37,2.51,0.19,0.11,1.05,0.85,0.33,0.08,39.41,58.9,-47.52,2
4.27,6.62,1.84,3.29,-1.01,0.54,1.0,0.23,0.01,22.01,26.18,-5.19,2
2.9,5.53,0.62,3.88,0.43,0.74,0.84,0.22,0.07,7.33,2.19,21.82,2
2.51,4.43,0.03,4.78,0.11,-1.49,0.74,0.24,0.12,-1.76,4.14,22.37,2
2.39,3.88,0.19,6.39,0.9,-1.05,0.65,0.18,0.09,-5.11,2.58,14.5,2
2.19,2.98,0.31,7.17,1.76,0.43,0.69,0.13,0.03,-18.12,-10.8,24.23,2
1.25,0.9,0.43,8.59,3.64,0.15,0.75,0.28,0.1,-20.15,-30.19,44.41,2
1.6,1.6,0.74,5.02,6.51,1.29,1.25,0.11,0.45,9.26,-47.96,64.65,2
7.45,9.13,2.03,-4.74,12.04,2.94,1.39,0.54,0.22,45.62,-8.89,55.0,2
14.55,12.59,4.74,-20.08,20.04,3.68,1.25,0.33,0.21,89.92,-15.48,49.85,2
18.55,20.04,4.58,-20.08,20.04,4.55,0.91,0.19,0.06,124.07,-1.07,1.72,2
10.55,17.25,2.74,-18.98,13.53,5.68,1.05,0.06,0.1,122.16,-16.36,2.26,2
4.66,14.23,2.23,-9.72,12.9,5.06,1.11,0.47,0.01,112.0,1.16,-16.3,2
3.92,9.72,3.56,-11.14,8.98,2.39,0.95,0.36,0.05,94.52,21.46,-31.83,2
5.21,7.25,0.98,-13.76,13.45,0.82,0.81,0.37,0.01,89.13,17.99,-42.31,2
4.19,5.53,-2.51,-9.21,11.33,0.78,0.99,0.15,0.13,92.83,14.76,-36.16,2
2.7,4.58,-3.8,-6.59,8.78,0.39,1.04,0.0,0.12,141.56,32.12,-21.84,2
2.0,3.53,-4.74,-5.02,10.74,0.86,1.01,0.06,0.09,162.33,56.72,-7.91,2
3.41,3.72,-5.02,-4.9,9.84,1.25,0.92,0.23,0.1,187.49,78.58,7.14,2
5.8,4.39,-5.06,-4.35,10.27,2.0,1.01,0.27,0.25,188.88,81.85,14.94,2
8.35,5.92,-3.09,-3.09,10.31,3.02,0.9,0.15,0.21,191.52,82.02,23.71,2
13.18,8.35,0.39,-4.35,10.04,4.15,0.77,0.29,0.08,181.03,102.31,40.9,2
20.04,18.78,11.61,-2.19,11.17,4.55,0.67,0.41,0.07,196.08,114.9,36.74,2
10.55,19.33,7.96,0.19,11.41,4.47,0.89,0.46,0.03,197.24,86.05,15.6,2
20.04,20.04,11.53,0.98,11.53,3.45,1.17,0.76,0.14,141.78,15.87,-26.4,2
20.04,20.04,7.64,0.19,10.04,2.98,1.47,0.44,0.12,148.88,-2.67,-27.78,2
14.98,20.04,6.31,-3.17,9.84,2.11,1.28,0.43,0.17,134.96,9.33,2.85,2
8.04,16.67,3.05,-4.98,10.51,1.17,0.88,0.46,0.12,142.26,21.47,-16.62,2
4.58,11.8,0.35,-4.74,9.84,0.31,0.9,0.31,0.02,140.42,36.08,-19.98,2
0.66,8.11,-2.98,-2.47,8.66,0.39,0.84,0.33,0.06,114.98,31.22,-21.81,2
0.74,6.39,-3.41,-1.29,8.15,0.31,0.82,0.37,0.0,79.31,10.16,-7.4,2
-3.37,7.49,-4.31,-1.41,8.51,0.66,0.85,0.31,0.1,67.88,5.33,-3.03,2
-8.27,6.94,-7.1,-2.11,8.15,0.11,0.81,0.24,0.16,85.06,14.23,-2.11,2
-10.12,4.86,-7.92,-3.09,8.15,0.23,0.7,0.26,0.22,91.29,20.68,-2.03,2
-6.86,3.49,-6.04,-3.76,8.35,1.25,0.65,0.24,0.23,99.34,30.04,-2.67,2
-4.04,1.84,-2.39,-3.41,8.62,1.41,0.67,0.25,0.07,107.0,38.43,-1.36,2
4.43,2.86,0.31,-2.31,10.35,1.45,0.88,0.47,0.01,89.35,35.89,-6.2,2
20.04,-2.0,8.59,-1.84,15.84,2.23,1.57,0.44,0.08,60.72,36.6,0.89,2
20.04,-4.86,17.29,-1.92,14.82,1.76,1.32,0.46,0.21,42.06,33.27,0.98,2
20.04,-10.0,16.0,-1.96,11.96,1.64,1.28,0.39,0.1,16.0,7.44,24.57,2
14.94,-6.04,8.82,-3.45,11.96,2.94,1.18,0.31,0.01,-14.28,4.69,5.71,2
7.1,-2.31,4.35,-6.82,12.19,3.25,1.08,0.4,0.09,-31.6,3.71,-20.56,2
